Scientific_Name,Common_Name,name,label,Indicator_Status
Eleocharis compressa,Flat-Stem Spike-Rush,Eleocharis compressa,Eleocharis compressa - Flat Stem Spike Rush,FACW
Eleocharis cylindrica,Cylinder Spike-Rush,Eleocharis cylindrica,Eleocharis cylindrica - Cylinder Spike Rush,OBL
Eleocharis elliptica,Elliptic Spike-Rush,Eleocharis elliptica,Eleocharis elliptica - Elliptic Spike Rush,OBL
Eleocharis engelmannii,Engelmann's Spike-Rush,Eleocharis engelmannii,Eleocharis engelmannii - Engelmann's Spike Rush,FACW
Eleocharis equisetoides,Horsetail-Spike-Rush,Eleocharis equisetoides,Eleocharis equisetoides - Horsetail Spike Rush,OBL
Eleocharis fallax,Creeping Spike-Rush,Eleocharis fallax,Eleocharis fallax - Creeping Spike Rush,OBL
Eleocharis flavescens,Yellow Spike-Rush,Eleocharis flavescens,Eleocharis flavescens - Yellow Spike Rush,OBL
Eleocharis geniculata,Capitate Spike-Rush,Eleocharis geniculata,Eleocharis geniculata - Capitate Spike Rush,FACW
Eleocharis intermedia,Intermediate Spike-Rush,Eleocharis intermedia,Eleocharis intermedia - Intermediate Spike Rush,OBL
Eleocharis interstincta,Knotted Spike-Rush,Eleocharis interstincta,Eleocharis interstincta - Knotted Spike Rush,OBL
Eleocharis lanceolata,Dagger-Leaf Spike-Rush,Eleocharis lanceolata,Eleocharis lanceolata - Dagger Leaf Spike Rush,FACW
Eleocharis mamillata,Soft-Stem Spike-Rush,Eleocharis mamillata,Eleocharis mamillata - Soft Stem Spike Rush,OBL
Eleocharis melanocarpa,Black-Fruit Spike-Rush,Eleocharis melanocarpa,Eleocharis melanocarpa - Black Fruit Spike Rush,FACW
Eleocharis microcarpa,Small-Fruit Spike-Rush,Eleocharis microcarpa,Eleocharis microcarpa - Small Fruit Spike Rush,OBL
Eleocharis minima,Small Spike-Rush,Eleocharis minima,Eleocharis minima - Small Spike Rush,OBL
Eleocharis montana,Mountain Spike-Rush,Eleocharis montana,Eleocharis montana - Mountain Spike Rush,OBL
Eleocharis montevidensis,Sand Spike-Rush,Eleocharis montevidensis,Eleocharis montevidensis - Sand Spike Rush,FACW
Eleocharis mutata,Scallion-Grass,Eleocharis mutata,Eleocharis mutata - Scallion Grass,OBL
Eleocharis obtusa,Blunt Spike-Rush,Eleocharis obtusa,Eleocharis obtusa - Blunt Spike Rush,OBL
Eleocharis occulta,Limestone Spike-Rush,Eleocharis occulta,Eleocharis occulta - Limestone Spike Rush,FACW
Eleocharis olivacea,Bright-Green Spike-Rush,Eleocharis olivacea,Eleocharis olivacea - Bright Green Spike Rush,OBL
Eleocharis palustris,Common Spike-Rush,Eleocharis palustris,Eleocharis palustris - Common Spike Rush,OBL
Eleocharis parishii,Parish's Spike-Rush,Eleocharis parishii,Eleocharis parishii - Parish's Spike Rush,FACW
Eleocharis parvula,Little-Head Spike-Rush,Eleocharis parvula,Eleocharis parvula - Little Head Spike Rush,OBL
Eleocharis quadrangulata,Square-Stem Spike-Rush,Eleocharis quadrangulata,Eleocharis quadrangulata - Square Stem Spike Rush,OBL
Eleocharis quinqueflora,Few-Flower Spike-Rush,Eleocharis quinqueflora,Eleocharis quinqueflora - Few Flower Spike Rush,OBL
Eleocharis radicans,Rooted Spike-Rush,Eleocharis radicans,Eleocharis radicans - Rooted Spike Rush,OBL
Eleocharis ravenelii,Rio Grande Spike-Rush,Eleocharis ravenelii,Eleocharis ravenelii - Rio Grande Spike Rush,OBL
Eleocharis reverchonii,Reverchon's Spike-Rush,Eleocharis reverchonii,Eleocharis reverchonii - Reverchon's Spike Rush,OBL
Eleocharis rostellata,Beaked Spike-Rush,Eleocharis rostellata,Eleocharis rostellata - Beaked Spike Rush,OBL
Eleocharis suksdorfiana,Suksdorf's Spike-Rush,Eleocharis suksdorfiana,Eleocharis suksdorfiana - Suksdorf's Spike Rush,OBL
Eleocharis tenuis,Slender Spike-Rush,Eleocharis tenuis,Eleocharis tenuis - Slender Spike Rush,FACW
Eleocharis tortilis,Twisted Spike-Rush,Eleocharis tortilis,Eleocharis tortilis - Twisted Spike Rush,FACW
Eleocharis tuberculosa,Cone-Cup Spike-Rush,Eleocharis tuberculosa,Eleocharis tuberculosa - Cone Cup Spike Rush,OBL
Eleocharis vivipara,Viviparous Spike-Rush,Eleocharis vivipara,Eleocharis vivipara - Viviparous Spike Rush,OBL
Eleocharis wolfii,Wolf's Spike-Rush,Eleocharis wolfii,Eleocharis wolfii - Wolf's Spike Rush,OBL
Elephantopus carolinianus,Carolina Elephant's-Foot,Elephantopus carolinianus,Elephantopus carolinianus - Carolina Elephant's Foot,FAC
Eleusine indica,Indian Goose Grass,Eleusine indica,Eleusine indica - Indian Goose Grass,FACU
Elionurus tripsacoides,Pan-American Balsamscale,Elionurus tripsacoides,Elionurus tripsacoides - Pan American Balsamscale,FACU
Ellisia nyctelea,Aunt Lucy,Ellisia nyctelea,Ellisia nyctelea - Aunt Lucy,FACU
Elodea bifoliata,Two-Leaf Waterweed,Elodea bifoliata,Elodea bifoliata - Two Leaf Waterweed,OBL
Elodea canadensis,Canadian Waterweed,Elodea canadensis,Elodea canadensis - Canadian Waterweed,OBL
Elodea nuttallii,Western Waterweed,Elodea nuttallii,Elodea nuttallii - Western Waterweed,OBL
Elymus alaskanus,Alaska Wild Rye,Elymus alaskanus,Elymus alaskanus - Alaska Wild Rye,UPL
Elymus canadensis,Nodding Wild Rye,Elymus canadensis,Elymus canadensis - Nodding Wild Rye,FACU
Elymus curvatus,Awnless Wild Rye,Elymus curvatus,Elymus curvatus - Awnless Wild Rye,FAC
Elymus elymoides,Western Bottle-Brush Grass,Elymus elymoides,Elymus elymoides - Western Bottle Brush Grass,UPL
Elymus glaucus,Blue Wild Rye,Elymus glaucus,Elymus glaucus - Blue Wild Rye,FACU
Elymus hystrix,Eastern Bottle-Brush Grass,Elymus hystrix,Elymus hystrix - Eastern Bottle Brush Grass,FACU
Elymus lanceolatus,Streamside Wild Rye,Elymus lanceolatus,Elymus lanceolatus - Streamside Wild Rye,FACU
Elymus repens,Creeping Wild Rye,Elymus repens,Elymus repens - Creeping Wild Rye,FACU
Elymus riparius,River-Bank Wild Rye,Elymus riparius,Elymus riparius - River Bank Wild Rye,FAC
Elymus trachycaulus,Slender Wild Rye,Elymus trachycaulus,Elymus trachycaulus - Slender Wild Rye,FACU
Elymus villosus,Hairy Wild Rye,Elymus villosus,Elymus villosus - Hairy Wild Rye,FACU
Elymus virginicus,Virginia Wild Rye,Elymus virginicus,Elymus virginicus - Virginia Wild Rye,FAC
Elymus wawawaiensis,Wawawai Wild Rye,Elymus wawawaiensis,Elymus wawawaiensis - Wawawai Wild Rye,FACU
Elymus wiegandii,Wiegand's Wild Rye,Elymus wiegandii,Elymus wiegandii - Wiegand's Wild Rye,FAC
Emilia fosbergii,Florida Tassel-Flower,Emilia fosbergii,Emilia fosbergii - Florida Tassel Flower,UPL
Endodeca serpentaria,Virginia-Snakeroot,Endodeca serpentaria,Endodeca serpentaria - Virginia Snakeroot,FACU
Enemion biternatum,Eastern False Rue-Anemone,Enemion biternatum,Enemion biternatum - Eastern False Rue Anemone,FAC
Epilobium anagallidifolium,Pimpernel Willowherb,Epilobium anagallidifolium,Epilobium anagallidifolium - Pimpernel Willowherb,FAC
Epilobium campestre,Smooth Willowherb,Epilobium campestre,Epilobium campestre - Smooth Willowherb,FACW
Epilobium ciliatum,Fringed Willowherb,Epilobium ciliatum,Epilobium ciliatum - Fringed Willowherb,FACW
Epilobium clavatum,Talus Willowherb,Epilobium clavatum,Epilobium clavatum - Talus Willowherb,FACU
Epilobium coloratum,Purple-Leaf Willowherb,Epilobium coloratum,Epilobium coloratum - Purple Leaf Willowherb,OBL
Epilobium glaberrimum,Glaucous Willowherb,Epilobium glaberrimum,Epilobium glaberrimum - Glaucous Willowherb,FACW
Epilobium hallianum,Glandular Willowherb,Epilobium hallianum,Epilobium hallianum - Glandular Willowherb,FACW
Epilobium hirsutum,Codlins-and-Cream,Epilobium hirsutum,Epilobium hirsutum - Codlins and Cream,FACW
Epilobium hornemannii,Hornemann's Willowherb,Epilobium hornemannii,Epilobium hornemannii - Hornemann's Willowherb,FACW
Epilobium lactiflorum,White-Flower Willowherb,Epilobium lactiflorum,Epilobium lactiflorum - White Flower Willowherb,FACW
Epilobium leptocarpum,Slender-Fruit Willowherb,Epilobium leptocarpum,Epilobium leptocarpum - Slender Fruit Willowherb,FACW
Epilobium leptophyllum,Bog Willowherb,Epilobium leptophyllum,Epilobium leptophyllum - Bog Willowherb,OBL
Epilobium minutum,Chaparral Willowherb,Epilobium minutum,Epilobium minutum - Chaparral Willowherb,FACU
Epilobium oregonense,Oregon Willowherb,Epilobium oregonense,Epilobium oregonense - Oregon Willowherb,FACW
Epilobium palustre,Marsh Willowherb,Epilobium palustre,Epilobium palustre - Marsh Willowherb,OBL
Epilobium saximontanum,Rocky Mountain Willowherb,Epilobium saximontanum,Epilobium saximontanum - Rocky Mountain Willowherb,FACW
Epilobium strictum,Downy Willowherb,Epilobium strictum,Epilobium strictum - Downy Willowherb,OBL
Epilobium suffruticosum,Shrubby Willowherb,Epilobium suffruticosum,Epilobium suffruticosum - Shrubby Willowherb,FACU
Epipactis gigantea,Giant Helleborine,Epipactis gigantea,Epipactis gigantea - Giant Helleborine,OBL
Epipactis helleborine,Helleborine,Epipactis helleborine,Epipactis helleborine - Helleborine,FACU
Equisetum arvense,Field Horsetail,Equisetum arvense,Equisetum arvense - Field Horsetail,FAC
Equisetum fluviatile,Water Horsetail,Equisetum fluviatile,Equisetum fluviatile - Water Horsetail,OBL
Equisetum hyemale,Tall Scouring-Rush,Equisetum hyemale,Equisetum hyemale - Tall Scouring Rush,FACW
Equisetum laevigatum,Smooth Scouring-Rush,Equisetum laevigatum,Equisetum laevigatum - Smooth Scouring Rush,FAC
Equisetum palustre,Marsh Horsetail,Equisetum palustre,Equisetum palustre - Marsh Horsetail,FACW
Equisetum pratense,Meadow Horsetail,Equisetum pratense,Equisetum pratense - Meadow Horsetail,FACW
Equisetum scirpoides,Dwarf Scouring-Rush,Equisetum scirpoides,Equisetum scirpoides - Dwarf Scouring Rush,FAC
Equisetum sylvaticum,Woodland Horsetail,Equisetum sylvaticum,Equisetum sylvaticum - Woodland Horsetail,FACW
Equisetum variegatum,Variegated Scouring-Rush,Equisetum variegatum,Equisetum variegatum - Variegated Scouring Rush,FACW
Equisetum X ferrissii,,Equisetum X ferrissii,Equisetum X ferrissii,FACW
Equisetum X litorale,,Equisetum X litorale,Equisetum X litorale,OBL
Equisetum X mackaii,,Equisetum X mackaii,Equisetum X mackaii,OBL
Equisetum X nelsonii,,Equisetum X nelsonii,Equisetum X nelsonii,OBL
Eragrostis cilianensis,Stink Grass,Eragrostis cilianensis,Eragrostis cilianensis - Stink Grass,FACU
Eragrostis ciliaris,Gopher-Tail Love Grass,Eragrostis ciliaris,Eragrostis ciliaris - Gopher Tail Love Grass,FACU
Eragrostis elliottii,Elliot's Love Grass,Eragrostis elliottii,Eragrostis elliottii - Elliot's Love Grass,FACW
Eragrostis frankii,Sandbar Love Grass,Eragrostis frankii,Eragrostis frankii - Sandbar Love Grass,FACW
Eragrostis hirsuta,Big-Top Love Grass,Eragrostis hirsuta,Eragrostis hirsuta - Big Top Love Grass,FACU
Eragrostis hypnoides,Teal Love Grass,Eragrostis hypnoides,Eragrostis hypnoides - Teal Love Grass,OBL
Eragrostis japonica,Japanese Love Grass,Eragrostis japonica,Eragrostis japonica - Japanese Love Grass,OBL
Eragrostis lugens,Mourning Love Grass,Eragrostis lugens,Eragrostis lugens - Mourning Love Grass,FACU
Eragrostis lutescens,Six-Weeks Love Grass,Eragrostis lutescens,Eragrostis lutescens - Six Weeks Love Grass,FACU
Eragrostis mexicana,Mexican Love Grass,Eragrostis mexicana,Eragrostis mexicana - Mexican Love Grass,FACU
Eragrostis pectinacea,Purple Love Grass,Eragrostis pectinacea,Eragrostis pectinacea - Purple Love Grass,FAC
Eragrostis pilosa,Indian Love Grass,Eragrostis pilosa,Eragrostis pilosa - Indian Love Grass,FACU
Eragrostis refracta,Meadow Love Grass,Eragrostis refracta,Eragrostis refracta - Meadow Love Grass,FACW
Eragrostis reptans,Creeping Love Grass,Eragrostis reptans,Eragrostis reptans - Creeping Love Grass,OBL
Eragrostis secundiflora,Red Love Grass,Eragrostis secundiflora,Eragrostis secundiflora - Red Love Grass,FACU
Eragrostis spectabilis,Petticoat-Climber,Eragrostis spectabilis,Eragrostis spectabilis - Petticoat Climber,UPL
Erigeron acris,Bitter Fleabane,Erigeron acris,Erigeron acris - Bitter Fleabane,FAC
Erigeron annuus,Eastern Daisy Fleabane,Erigeron annuus,Erigeron annuus - Eastern Daisy Fleabane,FACU
Erigeron bonariensis,Asthmaweed,Erigeron bonariensis,Erigeron bonariensis - Asthmaweed,FACU
Erigeron canadensis,Canadian Horseweed,Erigeron canadensis,Erigeron canadensis - Canadian Horseweed,FACU
Erigeron coulteri,Large Mountain Fleabane,Erigeron coulteri,Erigeron coulteri - Large Mountain Fleabane,FACW
Erigeron elatior,Tall Fleabane,Erigeron elatior,Erigeron elatior - Tall Fleabane,FACW
Erigeron flagellaris,Trailing Fleabane,Erigeron flagellaris,Erigeron flagellaris - Trailing Fleabane,FAC
Erigeron formosissimus,Beautiful Fleabane,Erigeron formosissimus,Erigeron formosissimus - Beautiful Fleabane,FAC
Erigeron glabellus,Streamside Fleabane,Erigeron glabellus,Erigeron glabellus - Streamside Fleabane,FACW
Erigeron lonchophyllus,Short-Ray Fleabane,Erigeron lonchophyllus,Erigeron lonchophyllus - Short Ray Fleabane,FACW
Erigeron melanocephalus,Black-Head Fleabane,Erigeron melanocephalus,Erigeron melanocephalus - Black Head Fleabane,FAC
Erigeron philadelphicus,Philadelphia Fleabane,Erigeron philadelphicus,Erigeron philadelphicus - Philadelphia Fleabane,FAC
Erigeron procumbens,Corpus Christi Fleabane,Erigeron procumbens,Erigeron procumbens - Corpus Christi Fleabane,FACW
Erigeron pulchellus,Robin's-Plantain,Erigeron pulchellus,Erigeron pulchellus - Robin's Plantain,FACU
Erigeron strigosus,Prairie Fleabane,Erigeron strigosus,Erigeron strigosus - Prairie Fleabane,FACU
Eriobotrya japonica,Loquat,Eriobotrya japonica,Eriobotrya japonica - Loquat,UPL
Eriocaulon aquaticum,Seven-Angle Pipewort,Eriocaulon aquaticum,Eriocaulon aquaticum - Seven Angle Pipewort,OBL
Eriocaulon compressum,Flattened Pipewort,Eriocaulon compressum,Eriocaulon compressum - Flattened Pipewort,OBL
Eriocaulon decangulare,Ten-Angle Pipewort,Eriocaulon decangulare,Eriocaulon decangulare - Ten Angle Pipewort,OBL
Eriocaulon koernickianum,Gulf Pipewort,Eriocaulon koernickianum,Eriocaulon koernickianum - Gulf Pipewort,OBL
Eriocaulon texense,Texas Pipewort,Eriocaulon texense,Eriocaulon texense - Texas Pipewort,OBL
Eriochloa acuminata,Taper-Tip Cup Grass,Eriochloa acuminata,Eriochloa acuminata - Taper Tip Cup Grass,FAC
Eriochloa contracta,Prairie Cup Grass,Eriochloa contracta,Eriochloa contracta - Prairie Cup Grass,FAC
Eriochloa punctata,Louisiana Cup Grass,Eriochloa punctata,Eriochloa punctata - Louisiana Cup Grass,FACW
Eriogonum ovalifolium,Cushion Wild Buckwheat,Eriogonum ovalifolium,Eriogonum ovalifolium - Cushion Wild Buckwheat,UPL
Eriophorum angustifolium,Tall Cotton-Grass,Eriophorum angustifolium,Eriophorum angustifolium - Tall Cotton Grass,OBL
Eriophorum chamissonis,Chamisso's Cotton-Grass,Eriophorum chamissonis,Eriophorum chamissonis - Chamisso's Cotton Grass,OBL
Eriophorum gracile,Slender Cotton-Grass,Eriophorum gracile,Eriophorum gracile - Slender Cotton Grass,OBL
Eriophorum russeolum,Russet-Bristle Cotton-Grass,Eriophorum russeolum,Eriophorum russeolum - Russet Bristle Cotton Grass,OBL
Eriophorum tenellum,Few-Nerve Cotton-Grass,Eriophorum tenellum,Eriophorum tenellum - Few Nerve Cotton Grass,OBL
Eriophorum vaginatum,Tussock Cotton-Grass,Eriophorum vaginatum,Eriophorum vaginatum - Tussock Cotton Grass,OBL
Eriophorum virginicum,Tawny Cotton-Grass,Eriophorum virginicum,Eriophorum virginicum - Tawny Cotton Grass,OBL
Eriophorum viridicarinatum,Tassel Cotton-Grass,Eriophorum viridicarinatum,Eriophorum viridicarinatum - Tassel Cotton Grass,OBL
Erodium botrys,Long-Beak Stork's-Bill,Erodium botrys,Erodium botrys - Long Beak Stork's Bill,FACU
Eryngium heterophyllum,Wright's Eryngo,Eryngium heterophyllum,Eryngium heterophyllum - Wright's Eryngo,FAC
Eryngium hookeri,Hooker's Eryngo,Eryngium hookeri,Eryngium hookeri - Hooker's Eryngo,FACW
Eryngium integrifolium,Blue-Flower Eryngo,Eryngium integrifolium,Eryngium integrifolium - Blue Flower Eryngo,FACW
Eryngium nasturtiifolium,Hierba-Del-Sapo,Eryngium nasturtiifolium,Eryngium nasturtiifolium - Hierba Del Sapo,FACW
Eryngium prostratum,Creeping Eryngo,Eryngium prostratum,Eryngium prostratum - Creeping Eryngo,FACW
Eryngium yuccifolium,Button Eryngo,Eryngium yuccifolium,Eryngium yuccifolium - Button Eryngo,FACW
Erysimum cheiranthoides,Worm-Seed Wallflower,Erysimum cheiranthoides,Erysimum cheiranthoides - Worm Seed Wallflower,FACU
Erythronium albidum,Small White Fawn-Lily,Erythronium albidum,Erythronium albidum - Small White Fawn Lily,FACU
Erythronium rostratum,Yellow Trout-Lily,Erythronium rostratum,Erythronium rostratum - Yellow Trout Lily,FAC
Euonymus americanus,American Strawberry-Bush,Euonymus americanus,Euonymus americanus - American Strawberry Bush,FACW
Euonymus atropurpureus,Eastern Wahoo,Euonymus atropurpureus,Euonymus atropurpureus - Eastern Wahoo,FACU
Eupatorium capillifolium,Dog-Fennel,Eupatorium capillifolium,Eupatorium capillifolium - Dog Fennel,FACU
Eupatorium compositifolium,Yankeeweed,Eupatorium compositifolium,Eupatorium compositifolium - Yankeeweed,FACU
Eupatorium mohrii,Mohr's Thoroughwort,Eupatorium mohrii,Eupatorium mohrii - Mohr's Thoroughwort,FAC
Eupatorium perfoliatum,Common Boneset,Eupatorium perfoliatum,Eupatorium perfoliatum - Common Boneset,FACW
Eupatorium rotundifolium,Round-Leaf Thoroughwort,Eupatorium rotundifolium,Eupatorium rotundifolium - Round Leaf Thoroughwort,FAC
Eupatorium semiserratum,Small-Flower Thoroughwort,Eupatorium semiserratum,Eupatorium semiserratum - Small Flower Thoroughwort,FAC
Eupatorium serotinum,Late-Flowering Thoroughwort,Eupatorium serotinum,Eupatorium serotinum - Late Flowering Thoroughwort,FAC
Euphorbia commutata,Tinted Woodland Spurge,Euphorbia commutata,Euphorbia commutata - Tinted Woodland Spurge,FACU
Euphorbia cyathophora,Fire-on-the-Mountain,Euphorbia cyathophora,Euphorbia cyathophora - Fire on the Mountain,UPL
Euphorbia heterophylla,Mexican-Fireplant,Euphorbia heterophylla,Euphorbia heterophylla - Mexican Fireplant,FACU
Euphorbia hirta,Pill-Pod Sandmat,Euphorbia hirta,Euphorbia hirta - Pill Pod Sandmat,UPL
Euphorbia humistrata,Spreading Sandmat,Euphorbia humistrata,Euphorbia humistrata - Spreading Sandmat,FAC
Euphorbia hypericifolia,Graceful Sandmat,Euphorbia hypericifolia,Euphorbia hypericifolia - Graceful Sandmat,FACU
Euphorbia hyssopifolia,Hyssop-Leaf Sandmat,Euphorbia hyssopifolia,Euphorbia hyssopifolia - Hyssop Leaf Sandmat,FACU
Euphorbia maculata,Spotted Sandmat,Euphorbia maculata,Euphorbia maculata - Spotted Sandmat,FACU
Euphorbia marginata,Snow-on-the-Mountain,Euphorbia marginata,Euphorbia marginata - Snow on the Mountain,FACU
Euphorbia nutans,Eyebane,Euphorbia nutans,Euphorbia nutans - Eyebane,FACU
Euphorbia prostrata,Prostrate Sandmat,Euphorbia prostrata,Euphorbia prostrata - Prostrate Sandmat,UPL
Euphorbia serpens,Matted Sandmat,Euphorbia serpens,Euphorbia serpens - Matted Sandmat,FACU
Euphorbia spathulata,Warty Spurge,Euphorbia spathulata,Euphorbia spathulata - Warty Spurge,FACU
Euphrosyne acerosa,Copperweed,Euphrosyne acerosa,Euphrosyne acerosa - Copperweed,UPL
Eurybia hemispherica,Prairie Wood-Aster,Eurybia hemispherica,Eurybia hemispherica - Prairie Wood Aster,FAC
Eurybia macrophylla,Large-Leaf Wood-Aster,Eurybia macrophylla,Eurybia macrophylla - Large Leaf Wood Aster,FACU
Eurybia sibirica,Siberian Wood-Aster,Eurybia sibirica,Eurybia sibirica - Siberian Wood Aster,FAC
Eustachys neglecta,Four-Spike Finger Grass,Eustachys neglecta,Eustachys neglecta - Four Spike Finger Grass,FACU
Eustachys petraea,Pinewoods Finger Grass,Eustachys petraea,Eustachys petraea - Pinewoods Finger Grass,FACU
Eustoma exaltatum,Catchfly Prairie-Gentian,Eustoma exaltatum,Eustoma exaltatum - Catchfly Prairie Gentian,FACW
Euthamia graminifolia,Flat-Top Goldentop,Euthamia graminifolia,Euthamia graminifolia - Flat Top Goldentop,FACW
Euthamia gymnospermoides,Texas Goldentop,Euthamia gymnospermoides,Euthamia gymnospermoides - Texas Goldentop,FAC
Euthamia leptocephala,Bushy Goldentop,Euthamia leptocephala,Euthamia leptocephala - Bushy Goldentop,FAC
Euthamia occidentalis,Western Goldentop,Euthamia occidentalis,Euthamia occidentalis - Western Goldentop,OBL
Eutrochium fistulosum,Trumpetweed,Eutrochium fistulosum,Eutrochium fistulosum - Trumpetweed,FACW
Eutrochium maculatum,Spotted Trumpetweed,Eutrochium maculatum,Eutrochium maculatum - Spotted Trumpetweed,OBL
Eutrochium purpureum,Sweet-Scented Joe-Pye-Weed,Eutrochium purpureum,Eutrochium purpureum - Sweet Scented Joe Pye Weed,FAC
Evolvulus sericeus,Silver Dwarf-Morning-Glory,Evolvulus sericeus,Evolvulus sericeus - Silver Dwarf Morning Glory,UPL
Fagus grandifolia,American Beech,Fagus grandifolia,Fagus grandifolia - American Beech,FACU
